cleaned_text,sentiment_scores,sentiment_labels
use every dont understand,0.758895,negative
got phone brother miss,0.55114675,neutral
chu tryin tell,0.62143874,neutral
goin back gon na miss laker game,0.6135407,neutral
want iphone,0.5293637,positive
feelin wrath alotta alcohol tummy,0.57805735,neutral
thursday next wish would get taking back sunday,0.8421364,neutral
bad summer tour comming norway,0.57367843,neutral
truly one,0.5720687,neutral
disappointed,0.84190065,negative
getting know u one lol xxxxx,0.5581913,positive
wished cud signin,0.80011153,neutral
say need fornarina,0.73930204,neutral
cleaning suck lol hate kaylad,0.9772521,negative
thrilled going back pittsburgh,0.61632186,neutral
activity made,0.58287776,neutral
home miss usa tonight boooo,0.46718004,neutral
studying today,0.8602934,neutral
another beautiful sunny got cold,0.89883655,positive
finally got audition cd sending california miss sarah,0.7163537,neutral
laura listening elise fill home beautiful piano music leaf couple hour,0.6698932,positive
dude yr page co fed forced upbeat chirpy cockney geezer sorry,0.78568625,negative
headache feel good hun crazy night,0.91856366,positive
looking stupid adapter math vocab,0.8751766,negative
bad juju,0.5687811,negative
weather bad year people get stuff finished,0.68041396,negative
enjoy miss boy already nkotb,0.92983377,positive
nothing worse forced sit cold leather couch asshat sibling taking skin,0.96705204,negative
dood shooking hate ppl stealing suck really happens ah hate,0.97596097,negative
holiday back school tomorrow gone really math history oh,0.80177784,neutral
signing nothing else,0.72548497,neutral
ughh ur killing u get stay u dont get,0.9410107,negative
good coffee email berry going hospital sick,0.46579033,positive
hogwarts without make geez love,0.5516982,neutral
watching asap tfc song r fire hot truly oh answer,0.8973351,positive
dunno deleted,0.63037336,neutral
m word hang often,0.8384541,neutral
sunday usually prove spending mine homework,0.75413555,neutral
nd finding bored goto,0.60312444,negative
ill lucky get la tues,0.50073683,neutral
woman wearing turtle haha,0.62008077,neutral
tommy think ive got fever sunday night fever woooh,0.5250731,neutral
lucky still work another hour,0.59324276,negative
another day office,0.7758049,neutral
believe woke,0.49397346,neutral
aww heath ledger,0.8345839,neutral
really calling,0.59204,neutral
quite productive day art much left go revision session tomorrow school,0.86182886,positive
leave work le two hour,0.83343685,neutral
still wont work x,0.8317787,negative
hate everyones seeing mcfly like next im seeing dat,0.9011118,negative
alright wish could haul as frisco give huge hug,0.6485827,positive
slept im disapointed,0.87323254,negative
want talk course,0.8252483,neutral
im wut every happend,0.8099393,neutral
want want play street,0.7375883,neutral
definitely seen,0.5717522,neutral
im still trying get idk im gon na get though,0.81041783,neutral
improvement last bit sad,0.4751575,negative
wish live far place fun love xxx,0.9565095,positive
want work blah,0.74811983,negative
lmfao hell u get early wish wasnt take piss getting college,0.7045814,negative
hate,0.7338518,negative
go build endurance get tired one thing struggle,0.5170432,negative
going away mum around sound ace reckon possible another one,0.6341213,positive
found robin nest old golf bag really sweet unfortunately feel baby egg cracked,0.47524497,neutral
back uni feeling sad get see mum enough holiday,0.7873721,negative
good,0.6630251,positive
end ferrari get point europe develop shit,0.74624616,negative
oh gon na take away,0.67470527,neutral
omg im still whens comin,0.8170701,neutral
want fill application form attend ymca tomorrow dont really fancy start,0.52093816,neutral
manchester u fa cup,0.807971,neutral
little far screening,0.65566945,neutral
piano tuned last sound,0.85542804,neutral
sure,0.4955627,neutral
hmm close end,0.7844616,neutral
wow dad brought laser disc player basement still lol bad still make laser,0.57190317,neutral
wan na burst bubble much enjoy today rain tomorrow,0.9406281,positive
im mostly bored,0.7652895,negative
cut hair ahhh hehe look like little,0.64653,positive
crazy gon na long day,0.77476037,neutral
gon na eat brunch hungry habit eating weekend morning xd,0.86673945,neutral
still didnt escape knowning somehow got fed result missed next one perhaps,0.6709744,negative
poor stinky bbq fume fun,0.43383744,negative
trying download are limewire wont,0.63586277,neutral
believe bought pocketwatch train go back essex edit essay night wan na leave,0.82934856,neutral
pub work lol please go yu yu want really haha,0.784701,positive
trip california wrapping soon hour till,0.924434,neutral
scare shit angry,0.9069442,negative
locked locked tight miss boo,0.73669964,neutral
wishing would stop,0.7148893,neutral
get though saw date top cool outside uk date though xx,0.7871561,positive
happy united result,0.9313809,positive
need someone forcibly motivate write mega want nap,0.7577917,neutral
told chris shaun still jumped realized wasnt sad poor,0.6660257,neutral
raining dont like light rain like storm light rain ruin day mary flower,0.9158756,negative
fnishing essay,0.753548,neutral
thought today,0.8223449,neutral
like vadels specially cute,0.8730013,positive
throat,0.5586682,neutral
hill billy day,0.75688165,neutral
bye bye fa cup,0.59950924,neutral
last day use day,0.7912979,neutral
ooohhh wear wut got,0.7799002,neutral
question mention advice booklet said mention,0.83525574,neutral
bugger teen poorly,0.83114666,negative
oh line known wrap especially,0.83469826,neutral
get back work,0.6098043,neutral
jg ballard,0.7034454,neutral
still battling fever hate sick want get go,0.96891767,negative
watching ouran high school host annnnd preparing school tommorow,0.9378853,neutral
played like monkey developed case shank whenever got wedge,0.76025623,neutral
tried unfortunately still show pic,0.65791136,negative
day three day three noticing,0.8506658,neutral
nothingg flipping nothing good,0.9360695,negative
missed vega time perez day bummmerrr,0.61016816,negative
internet issue,0.49557558,neutral
still dont senior pic seecer robby supposed remember gorgemous got,0.6999633,neutral
follower need also follow follower let sleep bed,0.8273423,neutral
think abused lack,0.7349841,negative
sad shelley went home,0.5215871,neutral
need get as moving,0.69704396,neutral
im bed huge disappointment heart,0.9598744,negative
know feeling felt like break even though hardly ever feel like,0.5050768,neutral
good day tierd plus lot studying ahead really cnt back class,0.9496068,positive
quieor que twitter se convierta en fb,0.8104067,neutral
take today dragging sooo slooowwww,0.85010016,negative
sad raining peak,0.5876624,negative
left far much stuff last week day left year,0.7902706,neutral
good time last lil hungover work,0.7530974,positive
nevertheless spurn x x,0.78775764,neutral
woke nightmare,0.5310436,neutral
spending beautiful day inside,0.9490931,positive
would love ferrero rocher got high cholesterol rabbit diet,0.5421555,positive
rewriting draft know much suck,0.9385868,negative
borrod death help,0.5025934,negative
boooo got tweet im outtie pool party,0.752837,neutral
bored feel like dancing cant baby sitting,0.6859034,negative
coming know anyone going,0.8009344,neutral
need second handle managing window one,0.7981136,neutral
gone,0.553786,neutral
wish yall could got im goin back im dehydrated lol,0.5348717,negative
watched newcastle anyways put britiains got talent possibly renew hope,0.8125235,positive
added followed back twitter ratio get follower add,0.6055134,neutral
missing,0.52009165,neutral
fed,0.451555,neutral
threw think time catch much needed,0.76846856,neutral
ran real slow today wait get new running,0.53475696,negative
transferring music onto taking soooo loonggggg,0.6015238,neutral
hope alex going come today shes way sick hope get feeling better love much shes way sick,0.56586486,positive
easter go,0.6737534,neutral
read beacuse want back ex girlfrend,0.83107847,neutral
bought box last week,0.8568087,neutral
said time oh wanted lie,0.5035488,negative
think thing improving general bipedal motion still awhile really back exercising,0.6460416,positive
ended emptying bank account photoshop,0.55460215,neutral
enjoyed day start day filled school work,0.9806912,positive
ok back hard force need take advantage kiddy r getting shuteye,0.83667964,neutral
weather messed sunday,0.7741237,negative
school hope sun stay u xxxd,0.75289387,positive
math economy studying exam,0.8239974,neutral
gloomy,0.57789874,negative
might go donnie party may go,0.8514367,neutral
welcome spain spain would like madrid,0.6540928,positive
bbc toy showing wonderful full episode topgear available,0.96759486,positive
sorry,0.60197455,negative
wanted real,0.693516,neutral
probably going want feel,0.7737958,neutral
mile wind back ran bit slower,0.85171473,neutral
wish wore different pant,0.81283456,neutral
guess better nothin,0.51614565,neutral
tummy hurt,0.76720196,negative
babysitting,0.64888704,neutral
stuck work sun finally,0.47773087,negative
still trying find friggin maybe season gone good,0.53341615,positive
really productive day missed sunshine,0.95997906,positive
haha six flag amazing wanted go king da ka closed awesome two thumb,0.93710846,positive
back already miss,0.54952085,negative
marianne cold,0.71891594,neutral
relaxing kid go back school,0.57415944,positive
let try update reliable blackberry ive got terrible headache,0.8690371,negative
eating lunch life throw lemon make,0.7766848,neutral
love dadeland miami fl closed line right,0.8618048,positive
missing family already,0.7173577,negative
saw cutest large format kodak camera prolly actually,0.97429603,positive
phone got chewed dog til find another one,0.71230394,negative
reschedule course weather shit four day,0.78113115,negative
want go back disney world,0.6090948,neutral
scrimmage flag football today lost,0.7954857,negative
woburn day day til graduation,0.89674634,neutral
sunday traffic near dc working getting,0.86205775,neutral
feel good voice,0.896446,positive
ugh excited flying back san diego tonight,0.97408336,positive
lie mcfly one big dont luck merch haha x,0.5639056,positive
want go back school tomorrow,0.7090873,neutral
hate,0.7338518,negative
sorry hear chickababy win haha,0.5197437,positive
hoping able get easter basket easter hehe,0.8926863,positive
doesnt want school tomorrow ew ew ew,0.96351796,negative
oh poor poor theo seem time mo,0.89293724,negative
reason woke morning allergy finally got back sense smell,0.597611,neutral
never relaxing preparing week ahead,0.48001644,neutral
sorry hear,0.5430955,negative
cleaning,0.5921796,neutral
got belly,0.6400296,neutral
wasnt getting tattooed id,0.77342486,neutral
like recent tweet,0.80220264,neutral
let know sometimes tough weekend commitment,0.69817007,neutral
plan something retrieval spend stay day front computer,0.84112597,neutral
woke tryin get motivated hard rigth gettin readi hair n eat cant wait school tomorow,0.7032377,positive
made store near clicking thinking sorry dream,0.59430003,neutral
pretty nifty way work pc mac problem cut paste,0.6846507,positive
footie result go way,0.56289554,positive
come leaving hate londoner always miss fun,0.8361386,negative
depressing,0.7288933,negative
flipped month old mattress relocate concave butt,0.82862717,neutral
nan,0.52818847,neutral
bored think pre birthday outing could gone stupid boy much making,0.75334525,negative
destroytwitter failed save broke firefox crashing,0.89182806,negative
tell,0.53751767,neutral
sound though tetchy bubbas mo x,0.73125595,neutral
haha aww far sd,0.6360695,neutral
working homework,0.6896818,neutral
hehe would cool actually really wanted see,0.9687044,positive
oh man unlock tuesday,0.8334987,neutral
rather tired want go school,0.8241252,negative
work,0.5791137,neutral
think knightonline sleeping,0.6817506,neutral
lololol stuff good,0.9603924,positive
listening keri hilson studyn time semester,0.9203533,neutral
problem say know canvas house forgot gave,0.6906275,neutral
gah back work tomorrow,0.62868595,neutral
time bath yoghurt bubble goodnight fav sweet,0.82275325,positive
working three paper,0.75037944,neutral
back missing penguin,0.7114304,neutral
though swim wave hour,0.88000166,neutral
hii sad u lindsay hope everything right u,0.64737815,neutral
cptn jackie cuz already dog named none girl whoniverse good cat,0.71290386,neutral
stuck work,0.84253216,negative
playing bierkeller heckle charlie miss busted,0.8566042,neutral
wow inconvenient business checkin online company booked got,0.57616735,negative
update,0.70184356,neutral
seen cheetos billboard,0.7780006,neutral
wish maria bamford patton oswalt twitter,0.85782844,neutral
extra rewrite yt,0.77631366,neutral
stuck home barfing flu season please,0.8446512,negative
tempting come back tonight,0.7231181,neutral
missing hubby wait till get,0.6897397,neutral
sad hear jg ballard passed away,0.7875771,negative
went put letter saw worm promptly stubbed toe,0.6358148,neutral
time girl started,0.7560352,neutral
eating late lunch taking break cleaning closet,0.8760156,neutral
lost,0.5046553,negative
stuck work,0.84253216,negative
pilate making sore,0.5805691,neutral
disappointed didnt tweet gaining promostion yesterday checked tweet,0.6552037,negative
wishing mom would go grocery food damn,0.5265763,negative
homework time,0.7124005,neutral
intro project,0.750772,neutral
back mean count texting bc money,0.7046241,neutral
damn phone zero battery power,0.9647374,negative
aiesec get er get either u signed,0.7887903,neutral
istusin autosse ja uuno raadio tegi kohe baby ei saa fooniga enam twitrisse,0.8405089,neutral
sunny course stuck inside day empty,0.52134395,neutral
picnic movie night great sad cloudy,0.73074293,positive
bro got new phone today wait till friday complete b grrr,0.6962556,positive
slice wrong move right,0.6387998,neutral
shame leg dont provide quite power ninja dependant,0.7181965,negative
welsh homework,0.7334579,neutral
throat sore,0.57071704,negative
got home left phone,0.7458166,neutral
saw make sun hope jaxon feel wish could help,0.59730357,positive
darn committed act,0.86679125,negative
somebody talk,0.6106161,neutral
ooze seemed,0.68247694,neutral
cough hate shit,0.9726274,negative
hope everyone nice boring concentrate,0.81157357,positive
need shower finish english essay german question bad time,0.6894421,negative
sorry hear always,0.5130999,negative
lol okay thing rn hwk,0.80275214,positive
morning actually good got got ta get ready work,0.9534011,positive
start today hour longer normal,0.80651945,neutral
wish weekend longer vega work,0.738582,neutral
far capable obtaining status without,0.83540565,neutral
ace prize winning fan made vid best single released please keep,0.89726293,positive
back dundee hungry havent eaten day katie soc ed homework due wednesday x,0.58466464,negative
feel everyone going vega without want go people,0.62650186,neutral
muscle twitching back hurt,0.8403056,negative
hope nice day sunny gloomy today,0.95156306,positive
gotten started prepping essay massive exam next exam one must get as,0.8194405,neutral
bass easy play guitar hard,0.77937454,neutral
got instead taco bell,0.7330876,neutral
doesnt want go back school,0.864919,negative
see cheer got go work,0.7188526,neutral
feeling extra tired today,0.8543829,negative
home pianist show praise getting ready party,0.74550337,neutral
unfortunately prob last laugh u buddy,0.71736383,negative
feel missed hot stuff goooood,0.6760047,positive
min left join fb group,0.8680506,neutral
ace prize winning fan made vid best single released please keep,0.89726293,positive
man still sorry,0.661037,negative
man u lost footie,0.7650262,negative
cold one sweating feeling stomach hurt,0.9049728,negative
taking break really want day,0.5256645,neutral
susan boyle perfect singer find sad sing,0.5990433,neutral
forget,0.5552051,neutral
guy named eric yr seen got reading huge,0.7170973,neutral
hr searching cell phone light give,0.83869,neutral
sadly closed door couple month,0.73483944,negative
want stats lol,0.7266843,neutral
mickey wit want kid meal,0.83358824,neutral
disregard last account hacked,0.6090211,negative
lady gaga live lounge pity school,0.7462653,neutral
yeah read bbc,0.75796753,neutral
nan,0.52818847,neutral
sending healing thought hope feel better real going miss shark,0.8002701,positive
still kinda disappointed sad,0.9629528,negative
oh miley italian wish see dam sad,0.8435884,negative
cant find,0.66766727,negative
love u x find flyer send,0.87320966,positive
love,0.5487024,positive
lost oh miss,0.48535,neutral
looking forward school tuesday good lol,0.984925,positive
informer come like seen next,0.844216,neutral
dam dont,0.50665015,neutral
demi miley omg,0.69373286,neutral
getting ready go back school week,0.7604774,neutral
dnt rub want one,0.5473191,neutral
disappointed secret csu collegiate,0.8107898,negative
work ohh,0.62854254,neutral
heading home,0.55925155,neutral
oh good kind ella fitzgerald singing,0.7949246,positive
ace prize winning fan made vid best single released please keep,0.89726293,positive
heard stephanie actress fave tv show found rip stephanie,0.52117944,neutral
fun mi ride sad hear schleck crashed thank goodness andy finished next,0.5072087,neutral
searching east kind,0.76396835,neutral
im almost hardcore,0.7487765,neutral
germany,0.61453885,neutral
wish,0.67199224,neutral
study longing watch,0.79038906,neutral
homework cause spring break,0.71133035,neutral
know saying week drag want next hear good luck,0.6521464,positive
fuckin midterm,0.95097417,negative
ace prize winning fan made vid best single released please keep,0.89726293,positive
nursing late night,0.80801034,neutral
great effect love xoxo,0.9724166,positive
still need clean study rest,0.7213452,neutral
eating dawg house heading back,0.8296774,neutral
kitchen upsetting,0.7860733,negative
sooo hot mouse nowhere found,0.6684088,positive
even type heart,0.7256457,neutral
ace prize winning fan made vid best single released please keep,0.89726293,positive
anyone cuz fink im da single feela lone,0.8220995,neutral
search perfect allergy med,0.4732358,neutral
aww performing,0.81486374,neutral
got number one missed,0.637467,negative
last day spring break chemistry packet,0.91821104,neutral
either broken twitter tweetdeck playing update something,0.6641497,negative
still calculating life expectancy im gettin tomorrow guess sleep well writin,0.62298894,neutral
idea post twitter cell,0.8555093,neutral
believe long going poor boy,0.731317,negative
happy cause part meeting haha still soooooooo dgknfdgjrfdsbhrzens frikking jealous,0.38224694,neutral
ace prize winning fan made vid best single released please keep,0.89726293,positive
waffle house like proceeded drop living room grit hard clean,0.63822323,neutral
air conditioning turn hot suddenly stomache,0.57824355,neutral
wish coulda spent time together,0.536625,neutral
nice wish something fun,0.95465857,positive
glad see u bck sorry hear happened keep ya head,0.5872547,neutral
beautiful wan na go beach work,0.71064675,positive
bad closed feeding pen early,0.5724252,negative
min left join fb group,0.8680506,neutral
let shark smell,0.6595317,neutral
see german flag crowd pleeease come germany anytime please,0.7643725,positive
molly lost ipod touch last,0.5697915,neutral
ace prize winning fan made vid best single released please keep,0.89726293,positive
wondering buy netbook week road inch compaq somewhat unwieldy,0.49386016,negative
kid hit car football parent week circular bunch little scratch,0.8840762,neutral
two place also confused cant wish sweet dream,0.5790003,negative
feeling really uninspired right sun shine,0.87829334,negative
help battery car,0.7010575,neutral
got horrible sunday evening back work feeling made even worse fact week,0.97252333,negative
ok guy ear infection got worse dont want togo er wait hour cant swollow,0.9740699,negative
make sad jeter ground double play,0.60118276,negative
gon na hectic day tomorrow,0.770737,neutral
imma buy another one though,0.6384159,neutral
supposed cold rainy,0.83423364,neutral
letting current user try new beta select received email others,0.9036419,neutral
ace prize winning fan made vid best single released please keep,0.89726293,positive
crookers rest bloated guess remixing day n nite make popular,0.790436,neutral
still feeling like shit,0.9589136,negative
italy see im sooooo,0.56240696,neutral
grocery school tomorrow,0.8056782,neutral
barely afford yet bought book gift ordered,0.5586617,neutral
takin sunday break snowing outside,0.8698185,neutral
hate break get back together like last episode,0.8008635,neutral
ace prize winning fan made vid best single released please keep,0.89726293,positive
twittering,0.60519236,neutral
feeling ill think much sun,0.7529413,neutral
wishin,0.69956064,neutral
sad kolkata knight,0.61720955,negative
sorting bag tomorrow looking forward brighter note get home human,0.92069966,positive
strong black woman know following send special,0.53463167,neutral
take talk show address crippling disease ignored friend lyme,0.52226436,negative
inspiration,0.5630002,neutral
headache nothing take damn hayfever,0.9327108,negative
following back,0.51550967,neutral
extremely sad spring break coming,0.832715,negative
til,0.47728035,neutral
throat hurt death cab cutie toniiiight,0.5567245,negative
aww least made sunshine hope weather stay like,0.7673979,positive
ace prize winning fan made vid best single released please keep,0.89726293,positive
site slow hope going much,0.69482744,neutral
dont know use,0.4811568,neutral
believe call,0.49514803,positive
check like,0.6443484,neutral
stay home,0.66055524,neutral
gorgeous day little group probably represents attendance dynamo,0.8528533,positive
missed call supergirl,0.6189175,negative
m walk tiring pasadena hot medal broke,0.5125429,negative
bioethics went alone next day,0.74659413,neutral
freezing ass,0.8758174,negative
go hate missed u knoxville,0.7769503,negative
must little bummed find marc ecko shoot playboy going till july,0.6218918,neutral
lol yh go bradford gal gramma skool wat bout,0.8669195,neutral
united beat sorry charlie,0.59940505,negative
enough time day,0.69698596,neutral
lol boiler melt lol,0.51260597,positive
ace prize winning fan made vid best single released please keep,0.89726293,positive
unfortunate made option set order look like switching bb,0.76562285,negative
oriole turn game around,0.713412,neutral
dislike raymond,0.65051776,negative
want,0.60207486,neutral
promise return accompanied rainy sky uk english weather truly despises,0.6717834,negative
much studying one yeah aaw sorry laptop,0.5658006,negative
glad resto helping bah wait bank release fund,0.5875105,neutral
sorry missed miss sunday tell catch next fun love,0.6670015,positive
seller bragger downfall twitter,0.5249214,neutral
taking care feeling well today,0.91410875,positive
home brother baseball tournament cancelled field looking forward baseball,0.49405232,positive
guess go upset find anything buy mall,0.60025054,neutral
day work need fix,0.5463547,negative
ugh feel sick drinking much yesterday,0.9687363,negative
cardboard go someone need tell,0.7521596,neutral
oh heard ballard,0.77073985,neutral
ace prize winning fan made vid best single released please keep,0.89726293,positive
fml shit expensive,0.94635725,negative
think need poked help scanning,0.5270253,neutral
yes he missing since friday nobody seen,0.5612185,neutral
amazing fell n twisted ankle badly im startin walk,0.5515273,negative
heard paparazzo extreme caused madonna go hospital two day take bodyguard,0.5917094,neutral
wanted go gym today sadly late shut,0.4894969,negative
cabinet bonding last connecting point group year crosspoint,0.8623865,neutral
whenever lose follower want know done offend much sob sob sob,0.6246,negative
report back dried v fresh fig time cook till later week,0.86072165,neutral
quite lonely,0.5608311,negative
awwh noo let put giant cuddy toy,0.6029171,neutral
ace prize winning fan made vid best single released please keep,0.89726293,positive
poe really annoyed would usually play prego want nothing sad,0.70100325,negative
nan,0.52818847,neutral
beuatiful day dont wan na go work,0.7485299,positive
wishing last day spring break,0.6574507,positive
enjoyed last except ginger viking minute earlier back school tomorrow boo hoo,0.97375315,positive
still thinking franz mia brought killer seemed little audience,0.65305066,neutral
sad u b bday,0.64906657,negative
someone type homework,0.65257674,neutral
miss yaaa loadz sooo sick cant study bus math bus,0.9614046,negative
topic twitter recently,0.7576764,neutral
nan,0.52818847,neutral
another weekend time get back reality,0.7485117,neutral
battery died move lost working failure,0.89476883,negative
mall close,0.68703735,neutral
trying finished portfolio alive program freakin,0.60579216,negative
starting hour dreaded admin ready next week,0.7745431,neutral
made list see much shit ahhhhhhhhhh wan na go swimming,0.6611742,negative
studying like taking many exam may actually even,0.7851577,neutral
cleaning room,0.65225625,neutral
guess bring umbrella,0.8009125,neutral
want go college tomorrow,0.73803806,neutral
cant day weekend,0.6132294,neutral
make something look like,0.7055198,neutral
money ha,0.7074831,neutral
actually really bad still gaga,0.90111464,negative
ace prize winning fan made vid best single released please keep,0.89726293,positive
get ready come back school tomorrow,0.6912281,neutral
feel fucking pukeyyyyy wan na go home lay bed,0.87155443,negative
suppose done work beginning holiday,0.8295182,neutral
gettin much sylabus,0.7035595,neutral
aww worried bout ya u bak msn soon god life fucked anutie day live upset txt soon ly xxx,0.88287306,negative
get brother went fishing today catch thank,0.7125946,neutral
season ticket lookin like,0.7939948,neutral
going go see seventeen sister friend might,0.6598752,neutral
remember promise summer offered much early month,0.49613062,positive
bird go singing sea rush shore know end world cause love anymore,0.6164435,neutral
getting dark depression coming like flood carbon weekend,0.53861076,negative
back college tomorrow,0.8809838,neutral
bday time,0.62720597,neutral
mimi cant come rome even live italy im soo sad cause adore want meet think could,0.7244619,negative
stupid child know something boring,0.97245795,negative
enjoying last day tomorrow,0.979071,positive
dog got favourite hole,0.6507707,neutral
ace prize winning fan made vid best single released please keep,0.89726293,positive
sunny day allergy boooo,0.7445146,positive
mad cleveland know mad,0.48563576,negative
dont think forgives hunni lol,0.7573091,neutral
year old one think people wan na play make super sad,0.9010771,negative
seriously getting find stuff anywhere cry threw away see done,0.6849711,negative
im sad,0.8388057,negative
want school start,0.66687274,neutral
know argument producer heard anyway hate,0.74323237,negative
ace prize winning fan made vid best single released please keep,0.89726293,positive
work couldnt come,0.6390229,negative
going hopefully come back new iphone love spending money,0.94458413,positive
sad dont ticket jonas brother concert,0.759919,negative
remembered go back school tomorrow also english mock damn,0.6466347,negative
fell lol pretty drunk wasnt paying tore ligament ankle,0.6557686,negative
ace prize winning fan made vid best single released please keep,0.89726293,positive
first second surrender keep looping,0.8001646,neutral
upset spring break like,0.6149692,neutral
monday starting week raining,0.84926844,neutral
wish could go much homework,0.69821775,neutral
sorry hear,0.5430955,negative
way back miss much,0.56263584,negative
plimmys wrecked filled sand time next week,0.7658371,neutral
still trying find apartment moving suck,0.921409,negative
boston celtic respectable franchise,0.6286941,neutral
ace prize winning fan made vid best single released please keep,0.89726293,positive
nan,0.52818847,neutral
aww hun sorry,0.71754694,negative
chillin long day office,0.8075983,neutral
tired sick,0.8851539,negative
keep refreshing,0.62551075,positive
awwwwww nick u got sickness bug everyone,0.93489915,negative
old feel like granny,0.55855745,neutral
school feel great return volleyball practice gilad still day,0.9295396,positive
cold miss florida,0.47302988,neutral
noooo noooo te bin nice actulyl,0.5026741,neutral
saw first personal kindle even badass want,0.597943,neutral
got luz miss hangover ughhhhh,0.80075777,negative
good green paper either,0.53994316,positive
walmart always barely got,0.5180287,negative
lazy go store icky raining outside,0.51379514,negative
finished hour shift mood work,0.713398,neutral
ace prize winning fan made vid best single released please keep,0.89726293,positive
back reality tomorrow done work,0.7947953,neutral
trying enjoy,0.7383063,positive
weekend going thanks asking hate almost,0.47393897,negative
holiday next gon na go week without bf,0.85331744,neutral
aww exam june,0.8174589,neutral
watching baby pretty sunday,0.56278217,positive
back yay good luck diet going really hott model,0.96223736,positive
indeed picking earbuds sound,0.8270941,neutral
another lost game even,0.88552,negative
blonde highlight brown school tommorrow,0.9131628,neutral
getting ready go back long till,0.715786,neutral
helped nick shave im writing tedious page paper cuban diaspora want play wow,0.6986947,neutral
way life work crazy want sleep right go back work,0.5809039,negative
casey,0.5992015,neutral
feel boy met,0.8162109,neutral
could,0.5593712,neutral
terrible laying listening maya mo gardening stuff someone knock,0.9360533,negative
still need s,0.6863258,neutral
wow believe take lol im even going home get home,0.7071624,positive
kaylee sick tummy mess caused miss first field day,0.94117206,negative
got done detangling much came,0.7322633,neutral
aaarrrggg mr upgraded see,0.76185644,neutral
thanks everyone unique hard understand,0.85309935,positive
nothin bored xx,0.53969836,neutral
recovered earlier still need early lot work college get behind,0.6588517,neutral
want build iphone mac,0.59879947,neutral
nan,0.52818847,neutral
waitin greyhounf bus,0.703694,neutral
going try finish reading breaking dawn boring part jacob right,0.5061324,negative
awwww wan na go north ocean beach,0.81403625,neutral
think asked current think,0.8415855,neutral
hate saying,0.6533504,negative
cleaned unpacked thing new actually made quite feng bed small,0.5530561,positive
goodbye,0.5265574,neutral
need handle people dying someone talk make please,0.6393164,negative
yeah seen empire read amazing,0.95029485,positive
searched could find min stuff youtube,0.88080156,neutral
blockbuster orange box,0.72924227,neutral
heading back la,0.6559468,neutral
woke omg soo sick aww,0.9410614,negative
weekend like killington,0.81697404,neutral
got hour week,0.67267734,neutral
bbc novelist jg ballard died age several book turned film including empireofsun,0.6467157,neutral
going work,0.6268163,neutral
darn dish network abc still get get watch mj sing anthem,0.8195036,neutral
get motion sickness last time felt ill whilst,0.8949217,negative
homework,0.6308847,neutral
diviner celebrity follow,0.8543789,neutral
seem week moment,0.798581,neutral
plan despite rain,0.7888501,neutral
eating subway watching tv day dont wan na go school tomorrow,0.6217741,neutral
matter long work homework list seems get bigger smaller like anticipated,0.5028022,negative
canx every monday lunch date tomorrow face walk,0.8909225,neutral
brauny need stop striking,0.5108642,neutral
marketplace rock waistline,0.8691907,neutral
yuuu martin,0.6105186,neutral
exam studied response thesis due done,0.89570045,neutral
lol still hella blah flu,0.7088729,negative
keep telling need use hex color change way,0.8332588,neutral
watched boy striped pajama expecting ending great film though,0.9213509,positive
defense well,0.5919827,neutral
nan,0.52818847,neutral
eye extremely get blame,0.7813021,negative
working tango today,0.91682684,neutral
tooooooooooooo feel glad werent speeding highway,0.8626492,positive
two hotdog one need start training,0.85825366,neutral
scrapbooking believe might snow tuesday night,0.8597962,neutral
home sweet thank brother picked morning go ended next highway,0.81974345,positive
hatez sunday,0.7336122,neutral
haha mom never stuff little never tried hfc,0.4945627,neutral
taken dad train station worst part always saying bye sat watchin city,0.86294127,negative
chilly look like least day,0.61346084,neutral
feel depressed,0.8793291,negative
sometimes follow either young experience talk smart,0.69393474,neutral
two le,0.57818353,neutral
wish bit cant fit nice shirt,0.49187323,neutral
tomorrow,0.6332205,neutral
bad mood beautiful day worst,0.91666853,negative
still game quite,0.7251748,neutral
love even rating,0.5655424,positive
kfc pizza hut deadly full,0.6049747,neutral
like person world sit,0.77105415,neutral
exhaustedd x,0.70802796,neutral
ok procrastinated long enough go clean basement,0.57478535,negative
sitting work,0.6762613,neutral
page god report going take night,0.825613,neutral
freeeeaking much enough time,0.555373,neutral
awwwwwwwww im im heated entertained,0.5541628,negative
nan,0.52818847,neutral
nan,0.52818847,neutral
laugh make laugh think funny get sad,0.5171851,positive
sound valentine tried mac cheese crab lobster,0.7473981,neutral
ca,0.5208069,neutral
epic,0.504961,neutral
eff emm wrong,0.6996019,negative
hopefully work one,0.6312006,positive
yeah know hey u email,0.7016907,neutral
missing baby girl,0.6629467,neutral
got soem nintend dsi point bad ahve wait week tehers good game,0.5333005,neutral
ah believe school week go,0.75502187,neutral
dallas mav ticket go anymore bc school,0.5339541,neutral
know wrong taken battery turned,0.6300677,negative
r u going follow lol lol ill talk u x,0.55018866,neutral
saying man perspective would would never think bf gon na hate short hair,0.5484737,neutral
back memorize creed gon na killl wan na shopping tay momma,0.8365024,neutral
also cancelled nikon lens order needed buy strut tire,0.5196589,negative
seriously think shall ever find ability learn,0.76566553,neutral
fed need homework want,0.60176027,neutral
sometimes follow either young experience talk smart,0.69393474,neutral
damn damn iphone support window xp figure,0.7887001,negative
creature night always suit,0.5908707,positive
